1	DE	DLM250	52003	AX_Schleuse	DEBKGDL200009X25	\N	2021-12-31T08:00:00Z	\N	1020	Schleuse Bischofswerder	\N	\N	0101000020EB7A00007D2782C5DAF34C419ACB9B5AB3655641
2	DE	DLM250	52003	AX_Schleuse	DEBKGDL200009X26	\N	2021-12-31T08:00:00Z	\N	1020	Schleuse Templin	\N	\N	0101000020EB7A00007C428244AAFF4C41E4E43064D87E5641
3	DE	DLM250	52003	AX_Schleuse	DEBKGDL200009X27	\N	2021-12-31T08:00:00Z	\N	1020	Schleuse Tröbsdorf	2100	\N	0101000020EB7A0000667E3810161B4C412007EC4966AD5541
4	DE	DLM250	52003	AX_Schleuse	DEBKGDL200009X28	\N	2021-12-31T08:00:00Z	\N	1020	Schleuse Wolfswinkel	\N	\N	0101000020EB7A000034F7F9E6E0254D4132056625C3615641
5	DE	DLM250	52003	AX_Schleuse	DEBKGDL200009X29	\N	2021-12-31T08:00:00Z	\N	1020	Schleuse Mirow	\N	\N	0101000020EB7A0000F1B2DF102BA34C41E0A9A27AB98C5641
6	DE	DLM250	52003	AX_Schleuse	DEBKGDL200009X2A	\N	2021-12-31T08:00:00Z	\N	1020	Schleuse Lauenburg	\N	\N	0101000020EB7A0000791924888E814B415A1B5BD04D925641
7	DE	DLM250	52003	AX_Schleuse	DEBKGDL200009X2B	\N	2021-12-31T08:00:00Z	\N	1020	Schleuse Feudenheim	\N	\N	0101000020EB7A000082B1E7E7F46E4A41A5EC983DA2EA5441
8	DE	DLM250	52003	AX_Schleuse	DEBKGDL200009X3E	\N	2021-12-31T08:00:00Z	\N	1020	Unterschleuse Rheine	\N	\N	0101000020EB7A0000C8FECF5059E34941C7060D63481C5641
9	DE	DLM250	52003	AX_Schleuse	DEBKGDL200009X2C	\N	2021-12-31T08:00:00Z	\N	1020	Schleuse 48	2100	\N	0101000020EB7A0000550BA2F78CF34B41B9ACABAD2ADD5441
10	DE	DLM250	52003	AX_Schleuse	DEBKGDL200009X2D	\N	2021-12-31T08:00:00Z	\N	1020	Schleuse Bützow	2100	\N	0101000020EB7A00001AB098A5AE374C4172DB52F216C75641
11	DE	DLM250	52003	AX_Schleuse	DEBKGDL200009X48	\N	2021-12-31T08:00:00Z	\N	1020	Schleuse Wilhelmsfehn	2100	\N	0101000020EB7A0000C5B1E3230D0C4A412EC00D489F975641
12	DE	DLM250	52003	AX_Schleuse	DEBKGDL200009X2F	\N	2021-12-31T08:00:00Z	\N	1020	Schleuse Wendisch Rietz	\N	\N	0101000020EB7A000068AEF688B74F4D41B36ACBFAA61E5641
13	DE	DLM250	52003	AX_Schleuse	DEBKGDL200009X87	\N	2021-12-31T08:00:00Z	\N	1020	Schleuse Neustadt	\N	\N	0101000020EB7A00005C5D46F29CF14A41B6342F79E1325641
14	DE	DLM250	52003	AX_Schleuse	DEBKGDL200009X2G	\N	2021-12-31T08:00:00Z	\N	1020	Schleuse 25	2100	\N	0101000020EB7A0000D9E33B379A114C4120DB85FB7DCA5441
