1	0101000020EB7A0000FF1B79B629894A4150F6E88D3C2C5541	DE	DLM250	51007	AX_HistorischesBauwerkOderHistorischeEinrichtung	DEBKGDL2000135K7	\N	2021-12-31T08:00:00Z	\N	1210	\N	-9998	Sachsenhäuser Warte	\N	\N	\N
2	0101000020EB7A0000965F6BC096984A414DB173AAE0DA5541	DE	DLM250	51007	AX_HistorischesBauwerkOderHistorischeEinrichtung	DEBKGDL2000135UY	\N	2021-12-31T08:00:00Z	\N	1210	\N	9	Haxter Warte	\N	\N	Aussichtsturm in Betrieb
3	0101000020EB7A00001326A22675A64A419868664E527F5441	DE	DLM250	51007	AX_HistorischesBauwerkOderHistorischeEinrichtung	DEBKGDL2000135UW	\N	2021-12-31T08:00:00Z	\N	1210	\N	13	Heuberger Warte	\N	\N	\N
4	0101000020EB7A000006F977522A354B41BCAB3E4089D45541	DE	DLM250	51007	AX_HistorischesBauwerkOderHistorischeEinrichtung	DEBKGDL20001355L	\N	2021-12-31T08:00:00Z	\N	1210	\N	13	Hardenbergwarte	\N	\N	\N
5	0101000020EB7A00006D69952BA9514A4145DF3BF050275541	DE	DLM250	51007	AX_HistorischesBauwerkOderHistorischeEinrichtung	DEBKGDL2000135WU	\N	2021-12-31T08:00:00Z	\N	1210	\N	15	Erbenheimer Warte	\N	\N	Aussichtsturm in Betrieb
6	0101000020EB7A0000EA265FB822C54A41F7D0ECD2C0B95541	DE	DLM250	51007	AX_HistorischesBauwerkOderHistorischeEinrichtung	DEBKGDL200014FSW	\N	2021-12-31T08:00:00Z	\N	1210	\N	8	Scheidwarte	\N	\N	\N
7	0101000020EB7A000057A06399B6CB4A41CE5AD3BD34AC5541	DE	DLM250	51007	AX_HistorischesBauwerkOderHistorischeEinrichtung	DEBKGDL200014FUX	\N	2021-12-31T08:00:00Z	\N	1210	\N	5	Altenstädter Warte	\N	\N	Aussichtsturm in Betrieb
8	0101000020EB7A0000774D9454B9B24A41F70758C441A95541	DE	DLM250	51007	AX_HistorischesBauwerkOderHistorischeEinrichtung	DEBKGDL200014FV7	\N	2021-12-31T08:00:00Z	\N	1210	\N	9	Rollborner Warte	\N	\N	\N
9	0101000020EB7A000011DA0460093E4B418BBD4A23C9CC5541	DE	DLM250	51007	AX_HistorischesBauwerkOderHistorischeEinrichtung	DEBKGDL200014FXO	\N	2021-12-31T08:00:00Z	\N	1210	\N	10	Roringer Warte	\N	\N	\N
10	0101000020EB7A0000D21A3D2553A84A419ED21A6376AA5541	DE	DLM250	51007	AX_HistorischesBauwerkOderHistorischeEinrichtung	DEBKGDL200014FUZ	\N	2021-12-31T08:00:00Z	\N	1210	\N	-9998	Dalwigker Warte	\N	\N	Aussichtsturm in Betrieb
11	0101000020EB7A0000BFE92537E8F94A4134BBDE7F9EB95541	DE	DLM250	51007	AX_HistorischesBauwerkOderHistorischeEinrichtung	DEBKGDL200014FSY	\N	2021-12-31T08:00:00Z	\N	1210	\N	-9998	Volkssternwarte Rothwesten	\N	\N	\N
12	0101000020EB7A000054D89C7112DD4A41EC8D1DA86B9D5541	DE	DLM250	51007	AX_HistorischesBauwerkOderHistorischeEinrichtung	DEBKGDL200014GAW	\N	2021-12-31T08:00:00Z	\N	1210	\N	10	Obermöllricher Warte	\N	\N	\N
