1	DE	DLM250	61005	AX_Hoehleneingang	DEBKGDL200010QJ0	\N	2021-12-31T08:00:00Z	\N	Nebelhöhle und Bärenhöhle	Alte Nebelhöhle	\N	0101000020EB7A00008422FB076CD44A41CA63BF89B4765441
2	DE	DLM250	61005	AX_Hoehleneingang	DEBKGDL200010QIZ	\N	2021-12-31T08:00:00Z	\N	Brunnenloch	\N	\N	0101000020EB7A00007E65A15D8DD84A41D499A46C2A765441
3	DE	DLM250	61005	AX_Hoehleneingang	DEBKGDL200010QJ9	\N	2021-12-31T08:00:00Z	\N	Fledermaushöhle	\N	\N	0101000020EB7A00006CCFAB62EADA4A41445E5DF1FE755441
4	DE	DLM250	61005	AX_Hoehleneingang	DEBKGDL200010QJ7	\N	2021-12-31T08:00:00Z	\N	Großer Hohler Fels	\N	\N	0101000020EB7A0000FC30E27EA5B54A418746B243895C5441
5	DE	DLM250	61005	AX_Hoehleneingang	DEBKGDL200010QJD	\N	2021-12-31T08:00:00Z	\N	Kleiner Hohler Fels	\N	\N	0101000020EB7A00002CF6322D91B74A41ED9630F06D5B5441
6	DE	DLM250	61005	AX_Hoehleneingang	DEBKGDL200010QJ6	\N	2021-12-31T08:00:00Z	\N	Gönningers Höhle	\N	\N	0101000020EB7A0000D77728F04AE64A419A1CD451A8805441
7	DE	DLM250	61005	AX_Hoehleneingang	DEBKGDL200010QJ1	\N	2021-12-31T08:00:00Z	\N	Heidenloch	\N	\N	0101000020EB7A00001A6142E0A9014B411DC21DFD22885441
8	DE	DLM250	61005	AX_Hoehleneingang	DEBKGDL200010QJC	\N	2021-12-31T08:00:00Z	\N	Heinrich-Bernhard-Höhle	\N	\N	0101000020EB7A00002F70D116081B4A41CAE93F424EA25541
9	DE	DLM250	61005	AX_Hoehleneingang	DEBKGDL200010QJ3	\N	2021-12-31T08:00:00Z	\N	Heuchstetter Höhle	\N	\N	0101000020EB7A0000A88C56D248454B410B28AF8454905441
10	DE	DLM250	61005	AX_Hoehleneingang	DEBKGDL200010QJ8	\N	2021-12-31T08:00:00Z	\N	Hohlloch	\N	\N	0101000020EB7A0000470E22862BE14B41EF21FC2323B75441
11	DE	DLM250	61005	AX_Hoehleneingang	DEBKGDL200010QJ4	\N	2021-12-31T08:00:00Z	\N	Hohlsteinhöhle	\N	\N	0101000020EB7A000033D4F9C7BEA74A4156013E6CB4E95541
12	DE	DLM250	61005	AX_Hoehleneingang	DEBKGDL200010QJ2	\N	2021-12-31T08:00:00Z	\N	Jettenhöhle	\N	\N	0101000020EB7A0000B087208334604B41B13A98334ADA5541
13	DE	DLM250	61005	AX_Hoehleneingang	DEBKGDL200010QJ5	\N	2021-12-31T08:00:00Z	\N	Marthahöhle	\N	\N	0101000020EB7A000017215318785F4B41D0CDDB57D3DA5541
