1	DE	DLM250	42015	AX_Flugverkehr	DEBKGDL200001MS7	\N	2021-12-31T08:00:00Z	\N	5513	EDMO	Oberpfaffenhofen	1000	\N	\N	\N	0106000020EB7A0000010000000103000000010000002700000036F8BBFD62FF4B41291672AD45545441C82F4DAF7BFF4B418407CBE95A545441AA089A4F83FF4B415ADBB03F78545441D57906237FFF4B4132726033B8545441B1AFDBA4EEFF4B41D5766FC3EC5454413FD5DEA940004C417B5B868C555554418EEE4E5659004C4142E787AE79555441EE74CB8F19004C4181CE39328155544159BDB8D525004C4114E0C8E39B5554413FD16204B5004C41A259A5279C5554417DDD69D42B014C41ACF586F29A555441ADD8422831014C41BA9FB1C2B4555441F0CA8B0776014C41BF45E7C4B2555441AAD95DCB77014C41ED7B40F0C9555441416AC2A3B4014C41B860FC39C9555441D1FC269ACA014C41E1F93D99E6555441D8803EA93A024C41EB09916FF4555441E936682082024C41C93B533DBF555441E49C4CEEB7024C41385583D0BB55544128685E3786024C4112F12D4A9A5554412CE4EE16A9024C41D66B4242825554415713AB68CF024C4145287319845554419327FD43D5024C418E2183354A5554419C42759973024C410B5034FD435554419CC5F6C07D024C41E8B5F332F654544112F9ADC886024C41F1D308B3B25454412885A9799D024C41D81AD040B45454412B7B8460A1024C41524D2337935454415A5C189E8E024C41E8FE732478545441D38C720B26024C41156A28BB385454413DF62AAAF9014C41670AC7B4135454410653828F5A004C41D2B942C7135454410F84627BF6FF4B41A4E7D7094D545441F7BA9A7592FF4B41AB28DC751C5454417F6F7A6A03FF4B419156D1BCC953544122631648E0FE4B41772004B8CB535441EC5F15FDB2FE4B41B9E18751D15354417FD8C008CFFE4B416184C067F653544136F8BBFD62FF4B41291672AD45545441
2	DE	DLM250	42015	AX_Flugverkehr	DEBKGDL200001MO0	\N	2021-12-31T08:00:00Z	\N	5521	EDAN	Neustadt-Glewe	1000	\N	\N	\N	0106000020EB7A0000010000000103000000010000001600000044D0966A69064C41E3CEB16B3B9356413E29DF55AD064C41F7AEE08B3E9356415A7613EE14074C41C0AB6115559356416E29305C6E074C412D5C630E64935641549F9B16C5074C4172A9921F6E9356417DAB4A42D7084C410C8660A9409356419407C6F087094C415FA0C6CFFA925641A79BF74468094C41E53469BADE925641119E6D3183094C4190C4BA6CD49256418796A79251094C4161797B8CA592564150EB616703084C41DEAD3D502E925641D4EF2274E8074C41899CA35C419256411F40B353B4074C419B6623935A925641A8096A6B9A074C41AFD2FF8D639256413F9B7A2D25074C4114785C8F72925641E682DD5CFF064C41364DFC2879925641882CD41EE2064C4157BD260C839256410617A5ABD1064C41DA26931C909256410EC0804F89064C415D9D3FF9C292564145CA7E3367064C4195F5D270DA925641ACF3869C10064C41D99B2F522493564144D0966A69064C41E3CEB16B3B935641
3	DE	DLM250	42015	AX_Flugverkehr	DEBKGDL200001MRN	\N	2021-12-31T08:00:00Z	\N	5522	EDAR	Pirna-Pratzschwitz	1000	\N	\N	\N	0106000020EB7A00000100000001030000000100000016000000F0EE6B78EF534D41C7F6E5264C9855411369E55B21544D413BA69B1E8D985541A2E059D787544D4196B9D84B699855410891842702554D41630436B85098554155D4CE7895554D4170CCF1C630985541171127B2D8554D411E2AD6A030985541C2748AEA00564D418BB19797299855411DC6783E46564D414DC3FDB06B985541FB1DD84167564D410D1968DA58985541A91399064C564D418312C0BD37985541B5EF6F0340564D4124A0CE8D1E98554144FB958233564D41B3C46C1C0598554137F615A62B564D419714EB74E897554154C1AFDB26564D41C29E969CD69755416683004024564D41563929DEC897554191FCAFDEBE554D419314A2FDBB97554140EDEA887C554D4180CE0D71B59755412EF06C002E554D41C4856FDEB9975541DBB12608F0544D41E4DE3E6ABF97554157356469B6544D41C266C5CBD69755415056E64D7E544D4133FB8D7C00985541F0EE6B78EF534D41C7F6E5264C985541
4	DE	DLM250	42015	AX_Flugverkehr	DEBKGDL200001MQX	\N	2021-12-31T08:00:00Z	\N	5522	EDBY	Schmoldow	1000	\N	\N	\N	0106000020EB7A0000010000000103000000010000002B0000001439DEA779E04C418544B4FD45DB56418FAB2AC1D5E04C416D96DFCA4DDB5641F665DA0B11E14C41E34D362EDCDA5641CEA71BED24E14C41DE30157AA1DA56416FCC09E341E14C41FF7B59D491DA564142CDCCB85AE14C41C6F66ECA9BDA56419F9A73148AE14C4172AC66B97FDA5641B84FF7BD6EE14C412B4326AB6EDA56414A6E607448E04C41F13986FE3ADA5641AF7C432FF1DF4C4136CD418D19DA56415630A840ECDF4C412A5D70DB28DA56419525B291EADF4C41E8903C9C36DA56419FF70E64E0DF4C4109F6F7CB44DA5641269B2D39D7DF4C416DF8D70D54DA56410DA472FADADF4C415FBECFB05EDA5641DCB58FB1E1DF4C4185F6CE206EDA56417BE3810BE1DF4C41F537356C7CDA5641F2A25E6EE1DF4C41414A37428BDA5641E149F37AEADF4C41A0818EF495DA5641EE3EF06EF3DF4C41FA0208C5A2DA5641951A14DEF3DF4C410B40F78BB0DA5641E3FA6089E6DF4C4136BEEC2ABEDA5641AEA19F0DD6DF4C41E0B41E39CBDA56411639AD64C2DF4C41AD75143ED8DA56417B949528B5DF4C418F2CE6BEE3DA564187667B43AFDF4C41EB8FD7EBF0DA5641B1E87F21A7DF4C41E8AC4AB800DB564101BAB8D59ADF4C41C6E8D6E10EDB56416F1030AA93DF4C41246A7DCF20DB5641BBB14C4D95DF4C41F4E6496C2BDB56418844CBA5A1DF4C41FD762F8233DB56415619929EC9DF4C414962ECC939DB5641B4F14831E9DF4C413D9A74623EDB564152B61021FEDF4C419C454EEB43DB56412D9B8A3A05E04C41E04DC2E24ADB56416419C88CFFDF4C41D45AE54B53DB5641F6B0B720EEDF4C41746753B15DDB5641B382B959EADF4C41F15568E46ADB5641C377D723EFDF4C41C87BF71176DB5641D0A62A5AFCDF4C412B71326782DB5641EE43BA000FE04C417D239E9E8BDB5641702DB7CB1DE04C4178B3320AA1DB56411439DEA779E04C418544B4FD45DB5641
5	DE	DLM250	42015	AX_Flugverkehr	DEBKGDL200001MRF	\N	2021-12-31T08:00:00Z	\N	5522	ETHF	Fritzlar	2000	\N	\N	\N	0106000020EB7A00000100000001030000000100000018000000706FF8F056DA4A411647B79D589C5541472013BE6BDA4A4167CD9B155E9C5541334E6322B6DA4A41FAF58FCA319C5541B4987EC500DB4A41BFB28FD03C9C55419DB9463C07DB4A41B913BEE13D9C55417334A2662EDB4A41880D82A2379C5541927DF7D194DB4A41F99A704C279C554185BD0BFBC7DB4A419D7A2ED1249C5541FA96C2D508DC4A413C61FE3B2A9C554130BBCE3030DC4A41267E23190A9C55411A9DFBFDB2DC4A4126AE39382B9C55410038B95697DC4A41C2110B66099C55412A2133D42ADC4A41FFE612A27F9B55414F40EA3C8CDC4A4167696A1A6C9B554199E23B10A6DC4A4114058FA6899B554139E81037DBDC4A410B2CEF2C7B9B55414197A9AB36DD4A4134A76F8A419B5541BF60889C10DD4A4115AE551C1D9B5541B6FB9340C9DC4A41909989A0179B5541F704FABB50DC4A4102042570399B5541212213254FDB4A41622BF30A289B554158E045080ADB4A418D23831A359B5541A91095FCB1D94A41C2FD8170749B5541706FF8F056DA4A411647B79D589C5541
6	DE	DLM250	42015	AX_Flugverkehr	DEBKGDL200001MPA	\N	2021-12-31T08:00:00Z	\N	5511	EDDW	Bremen	1000	Neuenland	\N	\N	0106000020EB7A0000010000000103000000010000002000000063C320C486954A41F4E066F4A16D564105441FA188954A41E56DB33FCA6D5641373D246A56964A419E0D250FD06D564112FD8187A3964A41B3AB35B3F56D564100BFB38DF5964A4171E018821B6E5641138FF663AB964A4120C67947436E56411B9FF37D27974A41DCBFF210756E564154B776FF3A974A4191A4912C706E5641895FF0947C974A41B1466CF4576E5641A4D275B999974A41B0CC9B15656E5641D9522A211A984A4157DFB401436E56412FA06A73D3984A4141057E93DB6D5641820C41788E994A4195B3A0FADD6D56413A67AC55D39A4A4133AB05CFE26D56419BCFCE223A9B4A4127A4899DD56D5641041032358C9B4A412A5EC4DBC86D5641E7BBAAE8BE9B4A4187839A8CC36D56415BB9C249859B4A4110C5CA877B6D56412804E94F739B4A419EBFE914626D5641499F9AB3B59A4A41566BBF775E6D5641AB7D1CF8A5994A417B25F949596D56411E21A12589984A411F46B767D36C564159491A9B01994A41182FC019A56C5641928CB05ADE984A41BF4A93568D6C5641B74658412B984A4184CB4E4DBD6C5641FEB294A8C9964A414134E52D476D5641979953F3C5954A41B751634A486D5641BC13B9B77A954A41D4C54D0F7E6D56411D0753F0E5944A4115570F98806D5641C14FAF4DD2944A416907DAB08E6D5641DC336859DC944A41B32BE0689E6D564163C320C486954A41F4E066F4A16D5641
7	DE	DLM250	42015	AX_Flugverkehr	DEBKGDL200001MOV	\N	2021-12-31T08:00:00Z	\N	5521	EDBX	Görlitz	1000	\N	\N	\N	0106000020EB7A00000100000001030000000100000019000000959CBEEF3CE14D41AB506D0F5DB15541CB07A9C746E14D414A0D4E2951B15541BD1F01015BE14D4151A0832648B15541420FA8CF74E14D41DA4DF55241B15541C48BD28998E14D41CC045B8B3CB15541342D8B128EE14D411F2E203825B15541E89FFE887FE14D413B6F450E0EB155413AB38F426EE14D41A72A7985F6B055414D2205C455E14D41CA7611EFDBB05541103DC2893AE14D413CE522D6C6B0554125C274BF17E14D41827E36AAB2B05541730EDDD6EBE04D416DA345A8A0B0554108BE56697AE04D41D2AEAD39A8B055418B5C51FAE6DF4D410094DC36CBB055414E902FB5EADF4D4191D547BEF1B055418BB33DF139E04D41F28F9F4BFEB05541F556037B3AE04D41B2C1DD8B11B15541297CAAE6F9DF4D41001CCAC826B15541F40D69BC18E04D413815A7A73FB1554106E1FDF140E04D415221CF1C36B155419C195BFC97E04D411E66C2285AB1554145096256B9E04D4137C6043B54B1554120DCC08ED0E04D410186CBB450B15541578BC4B1E3E04D41905654E54EB15541959CBEEF3CE14D41AB506D0F5DB15541
8	DE	DLM250	42015	AX_Flugverkehr	DEBKGDL200001MS4	\N	2021-12-31T08:00:00Z	\N	5522	ETHS	Faßberg	2000	\N	\N	\N	0106000020EB7A00000100000001030000000100000019000000661496A62C4D4B414496AF05CA5F564192534DAD1B4D4B41FCE8C01AD55F5641528C2EA6814C4B41FCD0A50C0F6056413597528F7A4C4B413189F54A6560564130F6060A034F4B41BCB3D818BA6056418031BF86B04F4B41608D23A7BD6056415BB5118482504B41B123BAD6C16056416B31EF966A524B41C0D1110018615641CD867A107C524B41FE30DA3CB2605641EB7D0EB9BF524B41B17659818B605641195FE54CB4524B41BD7B4C5B6560564110336C4F9F524B413CE1D2941C605641D2FAD515A9524B41865639C9615F56419C2353B291514B417B166D85D55E564196DDD6070E514B412A1EC6629A5E564165F35069B6504B41AB932718A05E56412CB834CEF54F4B41FBF552EF8E5E564185E2E044C54F4B41121E0FF3A65E5641A62331AE754F4B41CFDCC33C885E56416A9DBCB1474F4B41A8222B979F5E56413FEBD3D3104F4B41FEDEF5CE8D5E56418440AEE2DE4E4B41D63336CFAB5E564118F8E331814E4B4174268354E75E56417EB57C674F4E4B41A91E50E4085F5641661496A62C4D4B414496AF05CA5F5641
9	DE	DLM250	42015	AX_Flugverkehr	DEBKGDL200001MRS	\N	2021-12-31T08:00:00Z	\N	5522	EDBE	Brandenburg-Mühlenfeld	1000	\N	\N	\N	0106000020EB7A0000010000000103000000010000001600000097B5B59EAB8F4C41142E29F6FA305641031AB6B5AF8F4C41113A768A10315641405D8C2EB38F4C41203940DE283156413111E041B48F4C41114372AA3E31564125F5536BB68F4C41AC5FBF785231564117BE3A26BC8F4C41C0AA20D064315641917E0159C38F4C41A05CC1EA7731564189BBE19DCD8F4C41E3D63F8F8931564102B4002608914C41EA327E1766315641A6D7109932924C4150509AB94F315641CAD52AA428924C4152EEA770E4305641F48E35F700924C4195B40CADCC305641D0AD333FE0914C418CA64A0DC33056418CE57914A6914C4107D566C8BF305641CC6A127C3E914C41D1CB6E2AA630564182E340F1EF904C41FE6B2A9BAE305641DAC68803B3904C411F273CF5AD30564116585880A6904C41B28922999C305641073A487F6F904C417E15222CB330564198D2C17353904C413D31E6A9CA3056413B0BCCC124904C41B8BA1E6CCD30564197B5B59EAB8F4C41142E29F6FA305641
10	DE	DLM250	42015	AX_Flugverkehr	DEBKGDL200001MRP	\N	2021-12-31T08:00:00Z	\N	5521	EDXJ	Husum-Schwesing	1000	\N	\N	\N	0106000020EB7A0000010000000103000000010000001B000000A7606DA3D9C34A41DF01458F4A0C57417C70489BFDC34A41F1A470686F0C57412531B5870AC44A41C6D362487D0C57414E58C02D30C44A411919D7E4A90C5741B1F3AD9C82C44A416D5EF0B0FF0C57413DD2E8A597C44A416E30D3E4160D574168843E103FC54A4180549F4C840D574194BBB8A8BCC54A4168313335D80D5741C64EB940F0C64A41DDF5E5FDA40E5741FB7F8661D4C74A410D82806F8B0E57412923148CEBC74A41ED4B6D699F0E574119C3CCAC48C84A41779479A2820E57419DD55D20B9C64A41F84578B2500D5741D101F909E4C64A4130AB3028420D574177B9F3F837C74A4150B345D6C80C57419DAE2BE903C74A41B2E7AFE8C50C574158DFC75FC5C64A417B4562F80F0D574190A5CB8580C64A41BF05095B250D5741F955C3E32EC64A413BF873D9E60C57419BBE12841EC64A413D8E1CBB8E0C5741F07095C5D0C54A412BCD1FECA10C5741C356FAE1EFC44A41E9FFBCB5F70B574159B97EE58BC44A41CE525DEC180C574156D0482216C44A412C4FA3B8000C57412205571417C44A416B4933390E0C5741F85F77B113C44A41115AF6AE170C5741A7606DA3D9C34A41DF01458F4A0C5741
